Date,Temperature_Max (°C),Temperature_Min (°C),Humidity (%),Rainfall (mm),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),Seismic Activity (Richter),Wind Speed (km/h),Visitors,Biological Growth (%),Soil Erosion (mm/year)
14-11-2009,27.9,21.2,80.6,90,90,133.5,30.4,3.2,22.5,842,38.4,1.63
15-11-2009,34.5,29.3,83.6,140.7,116.1,123.5,31.3,4,9.8,823,46.7,2.47
16-11-2009,40.6,27.1,57.8,36.7,149.2,21.8,78.4,3.6,11.6,627,22.6,2.36
17-11-2009,43,23.2,52.5,288.8,110.8,32.1,77.4,2.4,13.7,342,40,1.33
18-11-2009,29.8,23.3,72.1,258.2,119.5,42.8,67.5,2.1,13.9,425,31,1.86
19-11-2009,25.7,23.5,87.1,241.3,146.9,117.9,37.1,3.8,6,220,37.9,0.65
20-11-2009,42.4,23.1,57.8,21.8,94.3,83.3,50.6,5,25.6,956,41.5,1.36
21-11-2009,29.2,25.8,62.8,179.3,114.9,182.2,60.6,2.4,26.7,985,40.1,2
22-11-2009,41.1,22.4,82.8,114.6,137.5,161.6,63.6,4,22.4,645,43.2,2.22
23-11-2009,25.6,26.6,65.8,51.3,69.6,90.6,73.6,5.5,8.6,420,45.9,1.94
24-11-2009,32.3,17,44.8,26.9,95.3,163.7,47,4.5,11.2,182,35.6,0.75
25-11-2009,33.1,29.2,71.1,160.1,86.7,70,73.2,3.4,10.6,787,39.4,1.67
26-11-2009,39.1,19.9,62.1,210,146,127.3,13.4,4.9,26.8,819,23.7,0.71
27-11-2009,43,21.1,69.9,137.7,141.6,37.9,19.8,4.5,9.6,949,23.3,1.26
28-11-2009,27.5,18.7,49.4,154.4,108,98,16.9,2.3,6.3,386,11.3,1.08
29-11-2009,33.5,17.2,54.6,9.5,50.7,45.7,74.3,5.4,25.8,723,41.3,2.83
30-11-2009,42.3,16.1,83.6,108.6,44.3,116.2,44.7,5.6,25.7,425,45.7,0.95
01-12-2009,39,20.2,79.3,37.4,94.3,153.2,40.9,5.1,28.5,750,45.5,2.72
02-12-2009,42,25,43,283.9,149.3,103.8,19.3,2.7,5.4,339,20.7,2.76
03-12-2009,42.7,18.1,83.5,189.9,11.7,179.6,67.3,2.5,24.8,560,24.3,0.79
04-12-2009,30.6,29.5,71.3,212.2,131.4,186.7,14.2,3.2,21.3,681,40.8,2.92
05-12-2009,27.3,20.8,55.5,206.3,40.9,81.1,29,2.8,9.1,962,35.4,2.15
06-12-2009,41.1,19.6,88.7,26.9,143.8,114,70.2,5.2,6.4,443,17.5,0.89
07-12-2009,32.4,25,48.8,228.8,132.5,117.4,59.8,2.8,20.5,726,48,2.13
08-12-2009,25.2,17.8,79.8,144.2,58.3,64,61.3,2,22.6,860,44.3,2.8
09-12-2009,42.5,27.5,55.3,40.7,109.7,81.6,69.8,5.2,24.2,474,36.1,0.6
10-12-2009,35.6,22.6,80.7,222,43.5,75.3,34.7,2.2,26,545,17.9,2.53
11-12-2009,29.1,19.5,68.8,217.1,92.7,96.2,71.3,2.2,5.8,402,30.5,1.74
12-12-2009,40.7,25.1,88.1,214.1,89.1,174.1,74.7,4.2,15.7,411,39.1,1.19
13-12-2009,33.5,23.8,64.7,14.3,14.6,127.9,13.5,5.2,15.9,115,46.8,2.37
14-12-2009,34.6,17.9,56.3,101.9,78.6,31.9,53.1,4.4,26.1,465,20,0.63
15-12-2009,36.1,22.3,76.3,178.7,140.3,161.8,36,2.8,17.7,434,11.3,1.12
16-12-2009,34.1,24.2,75.7,289.2,95.7,69.9,74.7,5,17,399,37.5,2.45
17-12-2009,39.6,24.8,76.4,92.7,75.6,159.5,45.5,2.9,5.8,339,11.6,0.75
18-12-2009,27.5,19,44.7,143.3,55.8,98.2,38.5,2.3,11.8,504,17.8,2.44
19-12-2009,35.9,19.7,58.1,140.5,147.8,174.5,79.6,5.6,13.4,794,34.2,1.22
20-12-2009,25.1,23.2,57.3,259.8,26.2,88.1,32.3,2,9.9,275,49.6,1.16
21-12-2009,34.7,17.8,41.2,89.1,123.5,59.4,42,3.7,10,198,41.3,2.09
22-12-2009,29.5,15.9,51.6,199.7,129.9,150.4,39.6,3.4,20.1,305,49.1,1.76
23-12-2009,27.2,29.8,47,16.3,128.6,180.6,75.6,2.1,21.5,506,27.6,1.62
24-12-2009,30.6,20.9,72.7,0.3,28.7,67.8,26,4.7,19.6,867,42.9,1.14
25-12-2009,33.7,17.8,72.9,10.7,32.4,180.8,53,4.8,8.4,467,31.7,2.64
26-12-2009,33.5,29.7,54.3,225.4,107,124.6,63.1,3.2,13.6,819,27.2,1.78
27-12-2009,26.8,26.1,65.2,188.7,142.9,61.6,70.5,5.1,24,775,9.4,1.79
28-12-2009,42.1,20.4,50,199.1,72.9,72.1,74.8,4,27.9,306,30.9,1.42
29-12-2009,27.4,16.5,88.9,244,15.9,184.6,14.5,3.4,20.3,360,19.9,2.52
30-12-2009,31.5,17.5,51.4,73.1,132.3,61.7,79.5,3.9,26.2,949,22.1,1.53
31-12-2009,44.5,17.2,65.8,112.4,30.1,30.9,30.3,4.5,13.4,957,23.8,2.24
01-01-2010,35.2,23.5,65,284.5,57.5,126.3,77.6,3,15.9,473,7.8,1.67
02-01-2010,34.3,28.5,66.6,224.4,148.5,138,43.4,3.7,19.1,918,14.5,2.95
03-01-2010,29.7,15.2,70,264.5,97,35.2,62.2,2.9,6.1,924,25.7,2.58
04-01-2010,40.6,19.5,78.6,52.9,34.9,130.9,47,3.8,29.1,757,33.5,1.61
05-01-2010,37.1,20.7,52.7,228,141,51.2,15.2,5.7,13.7,437,23.1,2.06
06-01-2010,30.2,26.7,85.2,161.5,38.3,44.1,31.4,5.7,18,173,13.6,2.76
07-01-2010,38,17.1,89.9,26.8,20.7,150.3,77.9,4.2,5.7,570,36.6,0.6
08-01-2010,43.2,17.7,89.7,232.3,23.3,48.3,76.4,3.5,25.9,979,38.9,2.11
09-01-2010,29.3,22.9,74.8,233.6,78.9,158.6,79.6,2.6,24.3,170,45,1.58
10-01-2010,34,28.8,90,269.7,27.2,72.1,19.9,3,13.4,298,20.2,2.28
11-01-2010,36.4,18.3,55.5,249.5,38.9,106.4,75.7,4.8,15,220,11.3,2.94
12-01-2010,42.4,26.2,45.1,257.2,97.6,42.7,56.2,3.8,6,757,37.6,1.72
13-01-2010,28.7,26.1,70.7,186,31.7,147.4,30.6,4,7.3,106,7.5,2.85
14-01-2010,29.6,24.5,45,46.9,13.7,51.3,47,4.7,16.5,646,34.1,0.85
15-01-2010,36.4,18.1,54.6,266.8,139,100.8,73.5,2,7,785,37.4,2.24
16-01-2010,34.2,25.9,86.4,178.6,30.1,189.7,15.6,3.3,26.6,883,31.6,1.25
17-01-2010,36,16.5,84.8,28.8,30,167.4,13,5.5,20.1,101,16.2,0.77
18-01-2010,31.9,27.7,51.3,194,28,77.3,31,4.2,27,924,13.3,2.56
19-01-2010,37.1,16.1,82.8,229,37,188,38.6,4.7,28.2,277,9.3,0.55
20-01-2010,30.7,26.1,61.8,165.2,101.9,57,41.6,4.3,25.8,695,30.9,2.05
21-01-2010,28,23.6,83.5,94.5,10.5,63.8,41.7,4,18.4,294,27.4,2.87
22-01-2010,27.1,25.5,81.3,156.4,111.7,76.6,55.4,3.1,19.6,974,19.8,1.37
23-01-2010,32.5,25.1,55.4,169.1,73.5,35.6,37.3,3.5,8.2,825,45.9,0.52
24-01-2010,34.5,22.7,52.6,182.5,111.3,193.3,58.2,6,9.2,195,48.9,2.46
25-01-2010,42,20.1,83.1,67,136.2,50.5,13.9,4.3,5.9,204,48.1,0.74
26-01-2010,28.7,26.9,42.7,139.2,114.8,48.5,56.1,3.1,21.1,361,37.5,1.9
27-01-2010,30.7,15.4,59.2,119.1,125.3,139.1,29.5,3.7,24.6,709,36.6,1.89
28-01-2010,39.2,17.8,65.7,189.2,68.8,55.3,41.7,5.5,13.4,401,23.2,2.41
29-01-2010,30.5,20.8,72.3,66,140.3,143.1,50.1,3.9,12.1,725,9.5,1.14
30-01-2010,37.8,15.3,68.7,282,102.7,180.9,77.2,4.7,5.4,420,39,2.42
31-01-2010,44.1,26.5,76.3,68.3,79.3,96.5,17,2.7,10.4,943,37.4,0.61
01-02-2010,26.2,24.1,65.8,227.9,138.7,133.2,57.8,5.3,24.4,548,41.1,2.78
02-02-2010,41,27.2,53.5,230.5,44.2,65.4,25.7,2.2,14.7,363,45.5,2.19
03-02-2010,43.8,15.9,82.1,46.9,26.8,141.6,77.2,2.7,8.3,968,9.4,2.5
04-02-2010,34.9,27.5,61.7,34.8,65.2,171.8,46.7,3,9.5,172,11.1,2.41
05-02-2010,39.4,29.4,44.1,165.5,17,140.9,23.3,4.4,6.2,934,47,0.66
06-02-2010,29.2,22.5,51.4,160,91.7,130.3,71.2,5.8,17.1,867,38.7,2.61
07-02-2010,34.9,29.8,79.1,214.1,46.7,142,65.8,5.4,17.3,358,16.9,0.71
08-02-2010,34.6,27.7,72.5,208.5,135.5,99.4,72.7,3.6,21.1,469,25.5,0.87
09-02-2010,42.9,19.4,80.6,173.5,101.8,100.4,11,2.8,21.9,571,22.5,1.25
10-02-2010,28.1,20,62.6,271.8,82.7,125.3,78.8,4.2,24.3,332,31.3,2.57
11-02-2010,39.1,19.6,88.7,80.4,78.7,186.5,26.1,2.9,29.9,831,46.2,0.54
12-02-2010,29.1,24.4,72.1,191.9,89,91.1,63.1,3.1,6.9,509,10.9,0.65
13-02-2010,25.8,25.9,74,237.3,88.1,196.1,63.4,2.8,6.5,405,14.3,1.58
14-02-2010,27.1,21.4,89.5,135.8,90.7,168.3,27.8,2.3,24.3,722,37.9,2.15
15-02-2010,28.9,26.2,78.1,245,30.7,131.2,64.5,2.4,7.2,485,8,2.42
16-02-2010,32.8,17.1,73.1,134.6,81.5,32,36.1,4.2,24.9,272,45.8,2.85
17-02-2010,36.4,17.2,65,126.3,129.3,170.7,10.5,2.6,28.8,818,48.8,1.92
18-02-2010,29.2,15.4,75.7,102.9,118.2,67.9,12.1,5.2,29.5,795,9.4,1.06
19-02-2010,42.3,24.2,47.9,196.9,28.8,141.7,54.1,5.5,8.1,957,18.2,2.06
20-02-2010,35.2,22.2,73.3,266.6,148.4,108.1,54.4,4.5,17.8,184,46.1,1.23
21-02-2010,25.5,22.3,40.9,120.3,47.6,41.1,18.8,5.3,5.4,595,46.5,2.1
22-02-2010,36.5,27.8,56.6,125.5,90.2,34.1,39.5,5.8,25,931,36.8,2
23-02-2010,36.8,29.5,47.1,163,30.1,55.2,51.7,2.1,14.2,184,24.6,1.49
24-02-2010,31.2,19.8,85.4,170.3,117,196.5,23.7,2.6,13.2,120,34,2.14
25-02-2010,38.7,23.5,86.8,205.3,11.4,70.1,68.9,5.7,18.2,793,17.7,2.44
26-02-2010,25.8,24.7,69,246.9,20.4,149.4,55.5,2.3,19.9,239,9.5,1.71
27-02-2010,36.2,21.4,60.7,274.3,36.7,140.1,27.4,3.9,6.8,600,5.9,2.45
28-02-2010,32.6,27.6,43.9,127.8,24.3,131.3,51.9,5.6,19.9,669,48.8,1.72
01-03-2010,28.4,21.1,78.8,214.7,98.8,94.7,32.3,3.7,28.7,478,19.4,0.6
02-03-2010,30.4,27.1,84,114.7,69.7,116.5,63.4,2.6,7.5,603,49.1,2
03-03-2010,27.8,22.3,68.4,154.6,42.4,105.4,39.8,5.2,6.1,384,19.4,2.23
04-03-2010,36.3,25.2,65.4,70,59.9,46.7,34.2,2.2,12.5,861,6.7,0.91
05-03-2010,39,28.8,83.6,55,148.7,168.1,76.2,4.6,16,845,26.6,1.81
06-03-2010,34,18.6,60.9,279.5,132.3,97.5,32.3,2.8,12.8,925,19.3,2.48
07-03-2010,27.7,24.8,55.8,55.9,104.6,173.8,27.4,4.4,29.9,450,48.6,2.35
08-03-2010,32.2,26.3,50.9,162.5,128.9,117.4,26.8,4.2,26.9,896,25.3,0.98
09-03-2010,38.1,15.1,82.2,238.7,77,116.7,40.7,5.3,12.8,971,44.8,2.66
10-03-2010,28.6,18.2,61.2,145,108.9,34.4,76.1,3.7,26.3,446,13.2,0.9
11-03-2010,41.5,28.4,65.6,1,110.5,151.5,74.5,4.6,27.6,197,14.4,0.95
12-03-2010,28.1,15.9,65,101.9,116.4,133.8,32.6,4.2,22.5,264,19.3,1.85
13-03-2010,35.6,21.6,82.1,282.7,43.3,44,42.8,3.8,8.7,442,34.8,2.37
14-03-2010,32.5,28.7,79.9,187.8,82,22.4,73.5,5.6,20.6,563,27.7,2.52
15-03-2010,42.2,28.9,53.8,125.3,144.2,52.7,23.9,2.4,12.7,422,29.5,2.92
16-03-2010,27.2,27.8,41.5,97.9,125.6,90.4,55.3,5.5,10.9,493,24.9,1.13
17-03-2010,39,21.4,47.9,107.2,116.4,153.8,10.5,6,11,136,31.5,0.9
18-03-2010,25.5,15.5,69.6,6.1,65.8,182.1,46.7,5,21.2,701,15.5,2.88
19-03-2010,30,18,61.3,40.7,98,121.7,58.2,2.9,24.2,116,35.7,0.75
20-03-2010,44.4,27,40.2,55.9,55.8,97.4,72.5,3.7,28.9,391,13.5,2.41
21-03-2010,35.1,17.6,83.2,252.2,108.2,107.4,47.4,3.9,19.5,793,32.1,0.71
22-03-2010,36.5,26.9,85.7,7.6,137.7,147.9,41.6,3.7,9.4,525,45.6,0.73
23-03-2010,32.6,15.2,88.3,277.9,118.8,21.1,18.7,3.9,21.4,756,35.5,1.94
24-03-2010,37.5,22.2,57.3,69.8,43,147.6,20.5,4.3,16.8,532,19.3,0.99
25-03-2010,38.7,22.8,53.7,109.8,68.8,146.9,18.2,5.4,24.5,761,29.5,0.55
26-03-2010,39.7,22.3,78.4,76.5,50.2,24.7,23.6,3.4,5.6,530,29.9,2.92
27-03-2010,45,19.2,77.8,295.8,98,186.7,43.1,2.5,29.6,835,43.6,1.23
28-03-2010,28.8,18.3,49.6,48.2,19,147.9,59.8,4.7,28.7,108,23.7,0.86
29-03-2010,37.3,28.1,58.6,18.9,36.3,38.7,28.4,2.6,6.9,186,47.7,1.39
30-03-2010,27.9,21.9,79.7,291.1,78.9,58.5,78.2,2.2,22.6,106,26.8,1.86
31-03-2010,36.1,21.8,53.1,257.8,138.2,118,37.8,2.8,17.1,491,45.2,1.61
01-04-2010,33.8,29.3,85.5,238.6,121.2,52.6,24.7,2.2,18.8,657,41.5,0.61
02-04-2010,38.4,22.7,86.2,143.5,68.7,35.9,67,3,24.6,762,22.7,1.11
03-04-2010,37.8,18.8,80.9,59.5,38.3,105.4,41,2.9,10.5,563,22.1,1.48
04-04-2010,31.5,23.7,88.8,16.6,86.9,54.9,40.9,2.8,5.4,678,22.4,0.54
05-04-2010,36.5,26.5,49.5,66.4,93.6,192.5,65.5,5.2,18.9,217,40.2,1.48
06-04-2010,36.6,20.4,62.2,83,100,198.2,39.2,2.3,21.4,398,30,2.03
07-04-2010,30,21.1,44.6,98.8,27.9,98.6,16.1,3.7,20.4,396,49.3,1.07
08-04-2010,42.3,28,77.9,107.2,31.2,174.4,29.6,2.8,19,342,13.2,2.3
09-04-2010,42.8,19.2,65.1,83,63,152.7,32.6,3.6,24.2,937,41.5,2.01
10-04-2010,40.3,20.7,47,24.4,22.2,141.4,66.8,4.5,9.8,478,17.5,0.55
11-04-2010,32.3,29.1,58.7,64.7,14.6,149.8,33,5.9,21.1,270,39.4,2.53
12-04-2010,43.1,20.8,72.9,105.5,82.5,130.1,67.7,3.6,14.6,634,13.3,1.55
13-04-2010,34.6,19.3,63,293.3,112.9,93.8,44.1,5.2,27.9,829,40.4,2.14
14-04-2010,34.1,27.2,65.2,35.8,84.4,96.2,26.2,5.6,16.7,561,21.2,2.94
15-04-2010,33.3,26.6,51.8,274.1,16.6,169.2,65.6,5.7,26.9,330,24.5,2.59
16-04-2010,28,25.6,64,119.1,51.3,109.6,64.2,6,15.5,375,7.9,2.44
17-04-2010,33.6,19.2,58.6,253.3,18.7,131.9,28.5,4.2,14.9,553,5.8,0.55
18-04-2010,33.3,20,67,224.3,81.7,123.9,17.8,5,28.2,943,25.3,2.09
19-04-2010,38.3,18.6,56.6,81,143.4,162.7,60.1,5.4,19.5,663,49.6,0.66
20-04-2010,37.2,18.2,58.8,99,22,111.6,14.8,4.3,9.2,846,35.9,1.8
21-04-2010,28.4,18.6,84,142.6,37.9,176.5,54.5,4.3,20.8,774,23,1.18
22-04-2010,36.8,23.1,40.4,234.4,18.2,72.7,34,2.1,8.3,968,38.2,1.43
23-04-2010,34.9,21.4,50.9,59.3,49.2,126.5,24,5.6,18.6,294,46.7,2.57
24-04-2010,29.7,19.1,81.4,233.8,117.5,89.7,14.3,2,19.8,222,14.8,2.8
25-04-2010,41.1,15.6,89.9,3.4,33.8,56.2,52,2.4,6.3,424,49.5,1.99
26-04-2010,30.2,19.4,66.4,256.7,66.4,28.4,53.3,3.2,7.1,579,39.4,2.35
27-04-2010,32.9,18.2,47.8,69.5,146.5,171.1,34,5.3,24.3,866,47.5,1.42
28-04-2010,35,18.2,80.5,242.6,51.4,21.7,49.3,2.3,14.8,178,7.1,1.89
29-04-2010,39.8,19.8,77.3,132.4,119.7,140.9,32.1,3.9,14,128,22.3,0.64
30-04-2010,44.9,23,76.1,209.7,27.9,163.8,69.5,4.3,18,315,9,1.91
01-05-2010,37.9,27.5,45.8,132.8,118.1,133.2,11.3,2.8,22.8,823,35.1,0.99
02-05-2010,27.6,27.7,77.6,137.2,60.3,55.4,79.1,2.3,12.4,331,35.7,2.61
03-05-2010,32.5,24.6,65.9,187.9,113.6,129.1,73.6,2.6,27.4,671,10.9,1.26
04-05-2010,30,19.2,87.9,88,123.2,175.7,49.6,5.2,7.1,869,8.8,0.77
05-05-2010,41,16.6,42.7,134.6,31.2,139,16.3,3.5,6.5,421,42.7,0.9
06-05-2010,42.7,20.7,61.1,254,129.1,51.7,23.5,4.5,26.3,955,37.4,1.81
07-05-2010,41,29,87.1,262.7,72.5,163.8,68.1,4.1,13.3,859,14.6,2.74
08-05-2010,25.8,21.3,71.9,183.9,30.6,163.9,33.9,2.9,21.5,321,13.8,2.72
09-05-2010,27.8,28.9,53.5,86.2,46.7,156.6,66.2,4.1,15.9,421,30.2,1.12
10-05-2010,27.5,24.4,57.4,271.7,59.3,41.4,26.8,4.8,20.5,660,13.9,2.99
11-05-2010,25,29.4,40.4,184.3,84.2,182.4,35,4.5,19.2,703,42.6,1.32
12-05-2010,25,26.5,53.5,237.4,63.4,186.7,27.3,3.1,7.3,974,12.8,2.1
13-05-2010,33.8,22.5,71.7,130.2,146.7,103.1,77.7,5,16.3,560,49.2,2.52
14-05-2010,32.6,26.6,47.1,271.1,106.5,141.1,32.3,4.1,11.4,721,7.3,2.37
15-05-2010,29.7,19.1,54.3,17.2,148.6,179.1,19.5,6,29,661,18,2.41
16-05-2010,44.7,17.3,63.6,107.4,142.2,40.1,61.3,4.5,26.8,464,16.8,1.77
17-05-2010,31.9,18.9,53.9,89.1,14.7,139.6,50,3.3,10.5,682,13.3,1.83
18-05-2010,33.3,26.7,85.4,130.3,98.5,102.4,29.2,4.2,9.4,690,9.7,2.61
19-05-2010,37.7,15.4,80.9,53.6,148.2,40.1,73.7,3.4,12.5,893,8.4,0.92
20-05-2010,36.2,19.2,86.5,292.3,51.6,80.2,70.8,2,21.1,306,38.2,0.64
21-05-2010,42,20.3,46.5,248.4,92.8,167.7,37.6,3.5,24,900,38.9,0.57
22-05-2010,38,27.8,43.5,296.5,35.8,189.6,68.8,4,19.1,945,37.9,2.33
23-05-2010,38.5,26.8,45.9,135.6,92.4,195.1,18.6,2.7,23,588,27.6,2.69
24-05-2010,25.9,19.8,65.9,166,14.2,175,16,3.6,8.6,961,8.5,1.8
25-05-2010,38.7,22.9,87.8,159.2,19,139,13,3.8,24.4,421,17.2,2.8
26-05-2010,42.1,26.3,58,106.6,149,118.9,16.8,3.9,7.2,997,28.2,1.61
27-05-2010,35.6,15.7,87.4,293.4,143.7,144.4,44.8,2.9,27.9,110,33.7,1.29
28-05-2010,31.1,23.7,51.8,55.7,97.2,76.6,15.2,5.2,21.6,118,31,2.34
29-05-2010,41.3,29.6,53.4,37.2,71.4,66.2,49.7,2.3,20.2,605,16.6,1.42
30-05-2010,27.9,18.8,59.2,88.6,70.7,157.6,52.6,5.9,28.2,652,12.9,2.41
31-05-2010,30.7,22.7,61.4,67.1,139.1,36.8,23.8,5,20.6,239,16.4,1.34
01-06-2010,44.2,28.1,85.7,176.8,35.6,193.5,75.7,5.7,13.1,833,13.9,1.46
02-06-2010,28.1,24.7,79,111.3,139,100.9,40.5,3.5,13.2,631,32.3,0.86
03-06-2010,36.5,26.9,46.5,139.2,85.1,94,17.1,3.7,25.3,825,14.7,2.48
04-06-2010,36.5,28.4,83.1,86.3,40.2,142.5,39,3,28.3,542,14,0.82
05-06-2010,29.9,29.5,53.1,52.9,108.9,122.4,23.1,2.6,29.6,876,32.2,2.47
06-06-2010,26.5,22.9,72.1,273.2,10.3,155.9,55.8,3.6,22.6,375,20.9,2.98
07-06-2010,41,26.9,59.5,24.4,94.9,154,15.3,4.4,13.9,400,41.5,0.72
08-06-2010,30.3,22.1,75.3,257.6,66.3,30.1,56.9,2.8,13.1,728,33.4,0.51
09-06-2010,27.2,16.2,51.8,246.5,101.4,20.8,55.6,3.5,10.5,119,38,1.96
10-06-2010,38.6,25.4,80,140.7,54,41,19.1,5.4,27,225,28.7,2.92
11-06-2010,32.5,16.1,55.1,32.3,41.3,46.6,32.3,2.6,21.4,708,12.6,2.32
12-06-2010,34.8,26.1,79.7,171.9,78,54.2,31.2,3.2,23.4,467,47.5,0.92
13-06-2010,26.6,25.1,85.7,108.1,108.4,140,76.2,3.7,7,339,5.3,0.68
14-06-2010,35.3,28.5,85.1,242,85.6,76.6,63.6,2.3,28.7,990,45.6,2.48
15-06-2010,30.9,15.7,56.5,271.5,41.3,154.9,76.4,4.3,19.2,923,36.2,0.95
16-06-2010,43.9,28.6,53.7,132.3,58.5,148.5,59.3,5.4,16.3,830,25.2,2.48
17-06-2010,39.8,21.8,89,246.8,127.5,103,71.4,2.2,28.5,266,48.8,2.41
18-06-2010,44.3,25.2,85.9,233,78,95.3,78.2,5.3,7,900,28.6,1.72
19-06-2010,45,23,58.9,3.1,28.8,24.5,28.4,5.9,27.4,703,38.7,1.82
20-06-2010,29.4,29,79.6,193,94.8,150.6,44.4,3.8,17.5,811,21.4,2.4
21-06-2010,41.2,26.8,87.3,27.9,139.9,108.2,53.7,3.3,27.6,997,48.6,1.02
22-06-2010,37.1,15.5,65,30,25,158.9,37.9,4.6,12.2,195,12.3,0.74
23-06-2010,25.3,26.6,68.5,129.3,46.5,102.3,76.1,4.9,26.5,896,41.4,2.33
24-06-2010,27.8,29.3,46.8,21.8,37.8,58.1,24.4,5.8,5.6,717,7,2.56
25-06-2010,40,17.4,87.9,36.8,48,131.5,46.1,3.5,22.5,851,18,0.88
26-06-2010,31.2,23,50.5,205.9,122.1,53.1,31.5,5,26.6,385,32.7,1.81
27-06-2010,44.2,28.2,44.3,117.2,16.7,191.4,63.8,4.7,6.4,173,36.3,0.98
28-06-2010,26.2,15.8,44.2,40.1,115.2,195.2,69.6,4.1,8.6,148,44.4,1.68
29-06-2010,37.4,22.7,47.6,294.3,108.7,109,68.8,5.4,6.3,480,17.7,1.74
30-06-2010,36,21.7,89,88.9,105.8,174.4,40,3,7,860,16.2,1.79
01-07-2010,38,27.9,77.6,244.8,14,34.3,13.1,4.9,9.8,699,12.8,2.87
02-07-2010,41.7,29.6,64.9,173.5,94.6,149.4,62.4,4.5,25.2,260,12.5,1.14
03-07-2010,33.3,17.5,85.7,67.1,11.7,36.6,33.3,2.4,6.2,564,9.9,2.77
04-07-2010,44.5,22.3,42.3,148,108.5,152.4,61.6,4.8,28.1,229,36.6,1.72
05-07-2010,36.8,19.3,49.9,156.5,66.7,86,37.6,3.5,12.9,718,17.1,2.04
06-07-2010,29.7,26.3,67.8,59.3,55.4,151.9,71.4,2.3,21.9,360,11.4,0.63
07-07-2010,36,21,83.5,219.7,77.1,176.1,72.9,4.9,22,182,30.9,2.47
08-07-2010,34.7,21.8,51.1,193.3,40.7,125.6,20.3,4.8,19.9,985,34.9,1.91
09-07-2010,39.8,21.3,60.1,236.8,87.2,65.5,67,5.4,5.5,546,27.5,1.58
10-07-2010,26.9,17.7,84.7,222.2,106.6,171.7,43.5,5.5,6.2,548,22.4,1.32
11-07-2010,36.4,28.2,57.7,130.2,95.3,53.7,22.3,3.8,13.4,590,21.3,2.6
12-07-2010,31.2,22,69.6,79,77.5,60.6,12.1,5,6,439,37.2,1.21
13-07-2010,34.6,16.5,57.4,76.7,15.8,55.5,75.5,5.8,29.2,598,17.8,2.89
14-07-2010,34.4,23.7,65.1,163.5,126.2,160.5,38.1,5.7,16.1,919,33.8,0.91
15-07-2010,31,22.6,64.6,226,143.1,54.4,38.8,2.8,27.7,164,17.4,2.79
16-07-2010,34.2,23,81.3,35.1,51.3,20.4,25.4,3,11.3,626,28.3,1.01
17-07-2010,29.7,23.3,53.6,283.3,69.7,187.9,59.1,5.6,25.1,693,9.3,1.76
18-07-2010,39.2,15.7,62.9,178.7,123,99,49.3,3.2,24.4,982,28.5,1.73
19-07-2010,42.8,21.9,52.6,76.1,110.5,171.9,33.6,5,22.1,996,26.6,1.28
20-07-2010,41.8,19.6,49,7.8,63.5,190.7,25.8,5,5.2,265,42.4,1
21-07-2010,33.9,20.9,60.6,220.7,66.1,102.8,74.2,2.2,11.5,127,39.9,2.59
22-07-2010,35.7,17,42.3,231.1,106.1,119.1,66.5,3.1,8.9,704,37.3,2.03
23-07-2010,33.7,28.7,43.3,18.6,76.2,157.7,55.4,5.7,13.5,844,14.8,1.24
24-07-2010,31,26,55.2,32.5,142.6,52,25.2,5.9,22,894,18.3,2.3
25-07-2010,39.2,24.8,66.5,192.1,115.8,113.8,79.8,3.1,9.5,546,10.2,2.33
26-07-2010,36.1,19.3,82,256.2,38.8,195.1,52.2,4.6,9,419,5,1.8
27-07-2010,35.1,16.3,56,126.6,37.4,176.7,78.7,3.1,11.1,667,30.2,1.16
28-07-2010,27.2,19.4,47.5,187.8,51.6,68.3,68.6,4.9,10.1,142,18.4,2.75
29-07-2010,35.9,22.6,49.6,221.8,52.5,197.7,12.8,2.6,18,169,41.2,2.92
30-07-2010,27.6,25.2,53,158.7,61.7,184.5,42,4.2,10.5,894,30.7,1.54
31-07-2010,32.8,29.5,73,60.2,82.6,131,55.6,5.4,27.8,650,43.5,0.72
01-08-2010,44.7,18.6,52.2,117.8,138.3,65.8,60.3,5,12.4,558,32.1,2.27
02-08-2010,39.1,24.5,53.5,145.4,112.6,194.8,17.8,5.4,10.2,316,7.9,2.43
03-08-2010,28.5,28.6,64.8,150.7,84.4,38.3,16.3,2.2,14.6,102,45.6,0.66
04-08-2010,38.5,27,66.3,47.5,25.5,94.3,36.3,2.5,24.5,680,18.6,1.18
05-08-2010,28.8,16.6,64.1,294,92.6,191,73.8,4.1,13.2,266,18,2.2
06-08-2010,28.6,25.2,74.1,233.8,78.1,27.3,11.2,5.7,8,971,21.4,1.1
07-08-2010,44.6,17.9,45.1,281.5,133.5,196.5,11.5,2.5,23.9,980,11.3,1.77
08-08-2010,32.3,26.3,51.2,31.7,85.9,115.9,68.4,5.8,11.3,191,6.7,2.61
09-08-2010,33.6,23.4,86.5,279,106,48,70.2,2.8,24,455,7.1,2.5
10-08-2010,34.2,16.8,83.9,82.5,84.2,64.9,30.6,3.8,14,758,28.5,0.5
11-08-2010,35.5,21.9,73.8,129.7,58.2,137.9,62.5,2.7,27,734,23.6,2.33
12-08-2010,42.9,16.8,67.5,228.8,62.6,43.6,39,5.8,18,481,31.2,1.08
